card_id,name,set,era,number,sheet_no,owned,imageUrl,url,enriched,enriched_method,variation_type,count,ordered,languages,default_language,available_languages
neorevelation-048,Quagsire,Neo Revelation,Neo,048,7,no,https://www.serebii.net/card/neorevelation/48.jpg,https://www.serebii.net/card/neorevelation/048.shtml,TRUE,web_scraping,first_edition,0,FALSE,English,EN,EN
neorevelation-051,Shuckle,Neo Revelation,Neo,051,8,no,https://www.serebii.net/card/neorevelation/51.jpg,https://www.serebii.net/card/neorevelation/051.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
neorevelation-051,Shuckle,Neo Revelation,Neo,051,8,no,https://www.serebii.net/card/neorevelation/51.jpg,https://www.serebii.net/card/neorevelation/051.shtml,TRUE,web_scraping,first_edition,0,FALSE,English,EN,EN
neodestiny-013,Light Azumarill,Neo Destiny,Neo,013,9,no,https://www.serebii.net/card/neodestiny/13.jpg,https://www.serebii.net/card/neodestiny/013.shtml,TRUE,web_scraping,holo,0,FALSE,,EN,EN|JP
neodestiny-013,Light Azumarill,Neo Destiny,Neo,013,9,no,https://www.serebii.net/card/neodestiny/13.jpg,https://www.serebii.net/card/neodestiny/013.shtml,TRUE,web_scraping,first_edition,0,FALSE,English,EN,EN
neodestiny-031,Chansey,Neo Destiny,Neo,031,10,no,https://www.serebii.net/card/neodestiny/31.jpg,https://www.serebii.net/card/neodestiny/031.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
neodestiny-031,Chansey,Neo Destiny,Neo,031,10,no,https://www.serebii.net/card/neodestiny/31.jpg,https://www.serebii.net/card/neodestiny/031.shtml,TRUE,web_scraping,first_edition,0,FALSE,English,EN,EN
neodestiny-044,Jigglypuff,Neo Destiny,Neo,044,11,no,https://www.serebii.net/card/neodestiny/44.jpg,https://www.serebii.net/card/neodestiny/044.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
neodestiny-044,Jigglypuff,Neo Destiny,Neo,044,11,no,https://www.serebii.net/card/neodestiny/44.jpg,https://www.serebii.net/card/neodestiny/044.shtml,TRUE,web_scraping,first_edition,0,FALSE,English,EN,EN
neodestiny-056,Togepi,Neo Destiny,Neo,056,12,no,https://www.serebii.net/card/neodestiny/56.jpg,https://www.serebii.net/card/neodestiny/056.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
neodestiny-056,Togepi,Neo Destiny,Neo,056,12,no,https://www.serebii.net/card/neodestiny/56.jpg,https://www.serebii.net/card/neodestiny/056.shtml,TRUE,web_scraping,first_edition,0,FALSE,English,EN,EN
neodestiny-063,Dratini,Neo Destiny,Neo,063,13,no,https://www.serebii.net/card/neodestiny/63.jpg,https://www.serebii.net/card/neodestiny/063.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
neodestiny-063,Dratini,Neo Destiny,Neo,063,13,no,https://www.serebii.net/card/neodestiny/63.jpg,https://www.serebii.net/card/neodestiny/063.shtml,TRUE,web_scraping,first_edition,0,FALSE,English,EN,EN
neodestiny-066,Girafarig,Neo Destiny,Neo,066,14,no,https://www.serebii.net/card/neodestiny/66.jpg,https://www.serebii.net/card/neodestiny/066.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
neodestiny-066,Girafarig,Neo Destiny,Neo,066,14,no,https://www.serebii.net/card/neodestiny/66.jpg,https://www.serebii.net/card/neodestiny/066.shtml,TRUE,web_scraping,first_edition,0,FALSE,English,EN,EN
neodestiny-079,Psyduck,Neo Destiny,Neo,079,15,no,https://www.serebii.net/card/neodestiny/79.jpg,https://www.serebii.net/card/neodestiny/079.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
neodestiny-079,Psyduck,Neo Destiny,Neo,079,15,no,https://www.serebii.net/card/neodestiny/79.jpg,https://www.serebii.net/card/neodestiny/079.shtml,TRUE,web_scraping,first_edition,0,FALSE,English,EN,EN
expedition-125,Poliwag,Expedition,e-cards,125,16,no,https://www.serebii.net/card/expedition/125.jpg,https://www.serebii.net/card/expedition/125.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN
expedition-125,Poliwag,Expedition,e-cards,125,16,no,https://www.serebii.net/card/expedition/125.jpg,https://www.serebii.net/card/expedition/125.shtml,TRUE,web_scraping,reverse_holo,0,FALSE,English,EN,EN
expedition-125,Poliwag,Expedition,e-cards,125,16,no,https://www.serebii.net/card/expedition/125.jpg,https://www.serebii.net/card/expedition/125.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
expedition-128,Rattata,Expedition,e-cards,128,17,no,https://www.serebii.net/card/expedition/128.jpg,https://www.serebii.net/card/expedition/128.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN
expedition-128,Rattata,Expedition,e-cards,128,17,no,https://www.serebii.net/card/expedition/128.jpg,https://www.serebii.net/card/expedition/128.shtml,TRUE,web_scraping,reverse_holo,0,FALSE,English,EN,EN|JP
expedition-128,Rattata,Expedition,e-cards,128,17,no,https://www.serebii.net/card/expedition/128.jpg,https://www.serebii.net/card/expedition/128.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
expedition-131,Squirtle,Expedition,e-cards,131,18,no,https://www.serebii.net/card/expedition/131.jpg,https://www.serebii.net/card/expedition/131.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
expedition-131,Squirtle,Expedition,e-cards,131,18,no,https://www.serebii.net/card/expedition/131.jpg,https://www.serebii.net/card/expedition/131.shtml,TRUE,web_scraping,reverse_holo,0,FALSE,English,EN,EN
expedition-131,Squirtle,Expedition,e-cards,131,18,no,https://www.serebii.net/card/expedition/131.jpg,https://www.serebii.net/card/expedition/131.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
expedition-136,Vulpix,Expedition,e-cards,136,19,no,https://www.serebii.net/card/expedition/136.jpg,https://www.serebii.net/card/expedition/136.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN
expedition-136,Vulpix,Expedition,e-cards,136,19,no,https://www.serebii.net/card/expedition/136.jpg,https://www.serebii.net/card/expedition/136.shtml,TRUE,web_scraping,reverse_holo,0,FALSE,English,EN,EN
expedition-136,Vulpix,Expedition,e-cards,136,19,no,https://www.serebii.net/card/expedition/136.jpg,https://www.serebii.net/card/expedition/136.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
expedition-060,Poliwrath,Expedition,e-cards,060,20,no,https://www.serebii.net/card/expedition/60.jpg,https://www.serebii.net/card/expedition/060.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
expedition-060,Poliwrath,Expedition,e-cards,060,20,no,https://www.serebii.net/card/expedition/60.jpg,https://www.serebii.net/card/expedition/060.shtml,TRUE,web_scraping,holo,0,FALSE,,EN,EN
expedition-060,Poliwrath,Expedition,e-cards,060,20,no,https://www.serebii.net/card/expedition/60.jpg,https://www.serebii.net/card/expedition/060.shtml,TRUE,web_scraping,reverse_holo,0,FALSE,English,EN,EN
expedition-024,Poliwrath,Expedition,e-cards,024,21,no,https://www.serebii.net/card/expedition/24.jpg,https://www.serebii.net/card/expedition/024.shtml,TRUE,web_scraping,first_edition_(holo),0,FALSE,Japanese,JP,JP
expedition-024,Poliwrath,Expedition,e-cards,024,21,no,https://www.serebii.net/card/expedition/24.jpg,https://www.serebii.net/card/expedition/024.shtml,TRUE,web_scraping,reverse_holo,0,FALSE,English,EN,EN
expedition-024,Poliwrath,Expedition,e-cards,024,21,no,https://www.serebii.net/card/expedition/24.jpg,https://www.serebii.net/card/expedition/024.shtml,TRUE,web_scraping,holo,0,FALSE,,EN,EN
expedition-089,Poliwhirl,Expedition,e-cards,089,22,no,https://www.serebii.net/card/expedition/89.jpg,https://www.serebii.net/card/expedition/089.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN
expedition-089,Poliwhirl,Expedition,e-cards,089,22,no,https://www.serebii.net/card/expedition/89.jpg,https://www.serebii.net/card/expedition/089.shtml,TRUE,web_scraping,reverse_holo,0,FALSE,English,EN,EN
expedition-089,Poliwhirl,Expedition,e-cards,089,22,no,https://www.serebii.net/card/expedition/89.jpg,https://www.serebii.net/card/expedition/089.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
aquapolis-jumpluff-holo,Jumpluff holo,Aquapolis,e-cards,017,23,no,https://www.serebii.net/card/aquapolis/17.jpg,https://www.serebii.net/card/aquapolis/017.shtml,TRUE,web_scraping,holo,0,FALSE,English,EN,EN|JP
aquapolis-jumpluff-holo,Jumpluff holo,Aquapolis,e-cards,017,23,no,https://www.serebii.net/card/aquapolis/17.jpg,https://www.serebii.net/card/aquapolis/017.shtml,TRUE,web_scraping,first_edition_(holo),0,FALSE,Japanese,JP,JP
ecard2-lanturn-holo,Lanturn HOLO,Aquapolis,e-cards,,24,no,https://images.pokemontcg.io/ecard2/165.png,https://images.pokemontcg.io/ecard2/165.png,TRUE,web_scraping,holo,0,FALSE,English,EN,EN|JP
ecard2-lanturn-holo,Lanturn HOLO,Aquapolis,e-cards,,24,no,https://images.pokemontcg.io/ecard2/165.png,https://images.pokemontcg.io/ecard2/165.png,TRUE,web_scraping,first_edition_(holo),0,FALSE,Japanese,JP,JP
aquapolis-017,Jumpluff,Aquapolis,e-cards,017,25,no,https://www.serebii.net/card/aquapolis/17.jpg,https://www.serebii.net/card/aquapolis/017.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
aquapolis-017,Jumpluff,Aquapolis,e-cards,017,25,no,https://www.serebii.net/card/aquapolis/17.jpg,https://www.serebii.net/card/aquapolis/017.shtml,TRUE,web_scraping,reverse_holo,0,FALSE,English,EN,EN
aquapolis-017,Jumpluff,Aquapolis,e-cards,017,25,no,https://www.serebii.net/card/aquapolis/17.jpg,https://www.serebii.net/card/aquapolis/017.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
aquapolis-021,Lanturn,Aquapolis,e-cards,021,26,no,https://www.serebii.net/card/aquapolis/21.jpg,https://www.serebii.net/card/aquapolis/021.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
aquapolis-021,Lanturn,Aquapolis,e-cards,021,26,no,https://www.serebii.net/card/aquapolis/21.jpg,https://www.serebii.net/card/aquapolis/021.shtml,TRUE,web_scraping,reverse_holo,0,FALSE,English,EN,EN|JP
aquapolis-021,Lanturn,Aquapolis,e-cards,021,26,no,https://www.serebii.net/card/aquapolis/21.jpg,https://www.serebii.net/card/aquapolis/021.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
aquapolis-060,Skiploom,Aquapolis,e-cards,060,27,no,https://www.serebii.net/card/aquapolis/60.jpg,https://www.serebii.net/card/aquapolis/060.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
aquapolis-060,Skiploom,Aquapolis,e-cards,060,27,no,https://www.serebii.net/card/aquapolis/60.jpg,https://www.serebii.net/card/aquapolis/060.shtml,TRUE,web_scraping,reverse_holo,0,FALSE,English,EN,EN
aquapolis-060,Skiploom,Aquapolis,e-cards,060,27,no,https://www.serebii.net/card/aquapolis/60.jpg,https://www.serebii.net/card/aquapolis/060.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
aquapolis-070,Chinchou,Aquapolis,e-cards,070,28,no,https://www.serebii.net/card/aquapolis/70.jpg,https://www.serebii.net/card/aquapolis/070.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
aquapolis-070,Chinchou,Aquapolis,e-cards,070,28,no,https://www.serebii.net/card/aquapolis/70.jpg,https://www.serebii.net/card/aquapolis/070.shtml,TRUE,web_scraping,reverse_holo,0,FALSE,English,EN,EN
aquapolis-070,Chinchou,Aquapolis,e-cards,070,28,no,https://www.serebii.net/card/aquapolis/70.jpg,https://www.serebii.net/card/aquapolis/070.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
aquapolis-083,Hoppip,Aquapolis,e-cards,083,29,no,https://www.serebii.net/card/aquapolis/83.jpg,https://www.serebii.net/card/aquapolis/083.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
aquapolis-083,Hoppip,Aquapolis,e-cards,083,29,no,https://www.serebii.net/card/aquapolis/83.jpg,https://www.serebii.net/card/aquapolis/083.shtml,TRUE,web_scraping,reverse_holo,0,FALSE,English,EN,EN|JP
aquapolis-083,Hoppip,Aquapolis,e-cards,083,29,no,https://www.serebii.net/card/aquapolis/83.jpg,https://www.serebii.net/card/aquapolis/083.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
aquapolis-090,Lickitung,Aquapolis,e-cards,090,30,no,https://www.serebii.net/card/aquapolis/90.jpg,https://www.serebii.net/card/aquapolis/090.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
aquapolis-090,Lickitung,Aquapolis,e-cards,090,30,no,https://www.serebii.net/card/aquapolis/90.jpg,https://www.serebii.net/card/aquapolis/090.shtml,TRUE,web_scraping,reverse_holo,0,FALSE,English,EN,EN
aquapolis-090,Lickitung,Aquapolis,e-cards,090,30,no,https://www.serebii.net/card/aquapolis/90.jpg,https://www.serebii.net/card/aquapolis/090.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
skyridge-107,Swinub,Skyridge,e-cards,107,31,no,https://www.serebii.net/card/skyridge/107.jpg,https://www.serebii.net/card/skyridge/107.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
skyridge-107,Swinub,Skyridge,e-cards,107,31,no,https://www.serebii.net/card/skyridge/107.jpg,https://www.serebii.net/card/skyridge/107.shtml,TRUE,web_scraping,reverse_holo,0,FALSE,English,EN,EN
skyridge-107,Swinub,Skyridge,e-cards,107,31,no,https://www.serebii.net/card/skyridge/107.jpg,https://www.serebii.net/card/skyridge/107.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
ecard3-piloswine-holo,Piloswine HOLO,Mysterious Mountains,e-cards,,32,no,https://images.pokemontcg.io/ecard3/172.png,https://images.pokemontcg.io/ecard3/172.png,TRUE,web_scraping,holo,0,FALSE,English,EN,EN|JP
ecard3-piloswine-holo,Piloswine HOLO,Mysterious Mountains,e-cards,,32,no,https://images.pokemontcg.io/ecard3/172.png,https://images.pokemontcg.io/ecard3/172.png,TRUE,web_scraping,first_edition_(holo),0,FALSE,Japanese,JP,JP
ecard3-raichu-holo,Raichu HOLO,Mysterious Mountains,e-cards,,33,no,https://images.pokemontcg.io/ecard3/175.png,https://images.pokemontcg.io/ecard3/175.png,TRUE,web_scraping,holo,0,FALSE,English,EN,EN|JP
ecard3-raichu-holo,Raichu HOLO,Mysterious Mountains,e-cards,,33,no,https://images.pokemontcg.io/ecard3/175.png,https://images.pokemontcg.io/ecard3/175.png,TRUE,web_scraping,first_edition_(holo),0,FALSE,Japanese,JP,JP
skyridge-024,Piloswine,Skyridge,e-cards,024,34,no,https://www.serebii.net/card/skyridge/24.jpg,https://www.serebii.net/card/skyridge/024.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
skyridge-024,Piloswine,Skyridge,e-cards,024,34,no,https://www.serebii.net/card/skyridge/24.jpg,https://www.serebii.net/card/skyridge/024.shtml,TRUE,web_scraping,reverse_holo,0,FALSE,English,EN,EN
skyridge-024,Piloswine,Skyridge,e-cards,024,34,no,https://www.serebii.net/card/skyridge/24.jpg,https://www.serebii.net/card/skyridge/024.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
skyridge-027,Raichu,Skyridge,e-cards,027,35,no,https://www.serebii.net/card/skyridge/27.jpg,https://www.serebii.net/card/skyridge/027.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
skyridge-027,Raichu,Skyridge,e-cards,027,35,no,https://www.serebii.net/card/skyridge/27.jpg,https://www.serebii.net/card/skyridge/027.shtml,TRUE,web_scraping,reverse_holo,0,FALSE,English,EN,EN|JP
skyridge-027,Raichu,Skyridge,e-cards,027,35,no,https://www.serebii.net/card/skyridge/27.jpg,https://www.serebii.net/card/skyridge/027.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
skyridge-053,Dunsparce,Skyridge,e-cards,053,36,no,https://www.serebii.net/card/skyridge/53.jpg,https://www.serebii.net/card/skyridge/053.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
skyridge-053,Dunsparce,Skyridge,e-cards,053,36,no,https://www.serebii.net/card/skyridge/53.jpg,https://www.serebii.net/card/skyridge/053.shtml,TRUE,web_scraping,reverse_holo,0,FALSE,English,EN,EN
skyridge-053,Dunsparce,Skyridge,e-cards,053,36,no,https://www.serebii.net/card/skyridge/53.jpg,https://www.serebii.net/card/skyridge/053.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
skyridge-084,Pikachu,Skyridge,e-cards,084,37,no,https://www.serebii.net/card/skyridge/84.jpg,https://www.serebii.net/card/skyridge/084.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
skyridge-084,Pikachu,Skyridge,e-cards,084,37,no,https://www.serebii.net/card/skyridge/84.jpg,https://www.serebii.net/card/skyridge/084.shtml,TRUE,web_scraping,reverse_holo,0,FALSE,English,EN,EN|JP
vs-081,Bruno's Machamp,Vs,e-cards,081,38,no,https://www.serebii.net/card/vs/81.jpg,https://www.serebii.net/card/vs/081.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
vs-084,Bruno's Steelix,Vs,e-cards,084,39,no,https://www.serebii.net/card/vs/84.jpg,https://www.serebii.net/card/vs/084.shtml,TRUE,web_scraping,first_edition_(holo),0,FALSE,Japanese,JP,JP
vs-083,Bruno's Hitmonchan,Vs,e-cards,083,40,no,https://www.serebii.net/card/vs/83.jpg,https://www.serebii.net/card/vs/083.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
vs-083,Bruno's Hitmonchan,Vs,e-cards,083,40,no,https://www.serebii.net/card/vs/83.jpg,https://www.serebii.net/card/vs/083.shtml,TRUE,web_scraping,tropical_mega_battle_2001,0,FALSE,Japanese,JP,JP
vs-082,Bruno's Hitmonlee,Vs,e-cards,082,41,no,https://www.serebii.net/card/vs/82.jpg,https://www.serebii.net/card/vs/082.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
vs-086,Bruno's Hitmontop,Vs,e-cards,086,42,no,https://www.serebii.net/card/vs/86.jpg,https://www.serebii.net/card/vs/086.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
vs-085,Bruno's Ursaring,Vs,e-cards,085,43,no,https://www.serebii.net/card/vs/85.jpg,https://www.serebii.net/card/vs/085.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
exunseenforces-021,Cleffa,Unseen Forces,EX,021,44,no,https://www.serebii.net/card/exunseenforces/21.jpg,https://www.serebii.net/card/exunseenforces/021.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
exunseenforces-021,Cleffa,Unseen Forces,EX,021,44,no,https://www.serebii.net/card/exunseenforces/21.jpg,https://www.serebii.net/card/exunseenforces/021.shtml,TRUE,web_scraping,expansion stamp,0,FALSE,,EN,EN
exunseenforces-021,Cleffa,Unseen Forces,EX,021,44,no,https://www.serebii.net/card/exunseenforces/21.jpg,https://www.serebii.net/card/exunseenforces/021.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
exunseenforces-023,Elekid,Unseen Forces,EX,023,45,no,https://www.serebii.net/card/exunseenforces/23.jpg,https://www.serebii.net/card/exunseenforces/023.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
exunseenforces-023,Elekid,Unseen Forces,EX,023,45,no,https://www.serebii.net/card/exunseenforces/23.jpg,https://www.serebii.net/card/exunseenforces/023.shtml,TRUE,web_scraping,expansion stamp,0,FALSE,,EN,EN
exunseenforces-023,Elekid,Unseen Forces,EX,023,45,no,https://www.serebii.net/card/exunseenforces/23.jpg,https://www.serebii.net/card/exunseenforces/023.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
exunseenforces-031,Smoochum,Unseen Forces,EX,031,46,no,https://www.serebii.net/card/exunseenforces/31.jpg,https://www.serebii.net/card/exunseenforces/031.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
exunseenforces-031,Smoochum,Unseen Forces,EX,031,46,no,https://www.serebii.net/card/exunseenforces/31.jpg,https://www.serebii.net/card/exunseenforces/031.shtml,TRUE,web_scraping,expansion stamp,0,FALSE,,EN,EN
exunseenforces-031,Smoochum,Unseen Forces,EX,031,46,no,https://www.serebii.net/card/exunseenforces/31.jpg,https://www.serebii.net/card/exunseenforces/031.shtml,TRUE,web_scraping,first_edition,0,FALSE,Japanese,JP,JP
exunseenforces-033,Tyrogue,Unseen Forces,EX,033,47,no,https://www.serebii.net/card/exunseenforces/33.jpg,https://www.serebii.net/card/exunseenforces/033.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
exunseenforces-033,Tyrogue,Unseen Forces,EX,033,47,no,https://www.serebii.net/card/exunseenforces/33.jpg,https://www.serebii.net/card/exunseenforces/033.shtml,TRUE,web_scraping,expansion stamp,0,FALSE,,EN,EN
exdeltaspecies-035,Ditto,Delta Species,EX,035,48,no,https://www.serebii.net/card/exdeltaspecies/35.jpg,https://www.serebii.net/card/exdeltaspecies/035.shtml,TRUE,web_scraping,normal,0,FALSE,,EN,EN|JP
exdeltaspecies-035,Ditto,Delta Species,EX,035,48,no,https://www.serebii.net/card/exdeltaspecies/35.jpg,https://www.serebii.net/card/exdeltaspecies/035.shtml,TRUE,web_scraping,expansion stamp,0,FALSE,,EN,EN
exdeltaspecies-035,Ditto,Delta Species,EX,035,48,no,https://www.serebii.net/card/exdeltaspecies/35.jpg,https://www.serebii.net/card/exdeltaspecies/035.shtml,TRUE,manually,first_edition,0,FALSE,Japanese,JP,JP
exdeltaspecies-036,Ditto BULBASAUR,Delta Species,EX,036,49,no,https://www.serebii.net/card/exdeltaspecies/36.jpg,https://www.serebii.net/card/exdeltaspecies/036.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
exdeltaspecies-036,Ditto BULBASAUR,Delta Species,EX,036,49,no,https://www.serebii.net/card/exdeltaspecies/36.jpg,https://www.serebii.net/card/exdeltaspecies/036.shtml,TRUE,web_scraping,expansion stamp,0,FALSE,,EN,EN
exdeltaspecies-036,Ditto BULBASAUR,Delta Species,EX,036,49,no,https://www.serebii.net/card/exdeltaspecies/36.jpg,https://www.serebii.net/card/exdeltaspecies/036.shtml,TRUE,manually,first_edition,,,Japanese,JP,JP
exdeltaspecies-037,Ditto CHARMANDER 2,Delta Species,EX,037,50,no,https://www.serebii.net/card/exdeltaspecies/37.jpg,https://www.serebii.net/card/exdeltaspecies/037.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
exdeltaspecies-037,Ditto CHARMANDER 2,Delta Species,EX,037,50,no,https://www.serebii.net/card/exdeltaspecies/37.jpg,https://www.serebii.net/card/exdeltaspecies/037.shtml,TRUE,web_scraping,expansion stamp,0,FALSE,,EN,EN
exdeltaspecies-037,Ditto CHARMANDER 2,Delta Species,EX,037,50,no,https://www.serebii.net/card/exdeltaspecies/37.jpg,https://www.serebii.net/card/exdeltaspecies/037.shtml,TRUE,manually,first_edition,,,Japanese,JP,JP
exdeltaspecies-038,Ditto MR MIME,Delta Species,EX,038,51,no,https://www.serebii.net/card/exdeltaspecies/38.jpg,https://www.serebii.net/card/exdeltaspecies/038.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
exdeltaspecies-038,Ditto MR MIME,Delta Species,EX,038,51,no,https://www.serebii.net/card/exdeltaspecies/38.jpg,https://www.serebii.net/card/exdeltaspecies/038.shtml,TRUE,web_scraping,expansion stamp,0,FALSE,,EN,EN
exdeltaspecies-038,Ditto MR MIME,Delta Species,EX,038,51,no,https://www.serebii.net/card/exdeltaspecies/38.jpg,https://www.serebii.net/card/exdeltaspecies/038.shtml,TRUE,manually,first_edition,,,Japanese,JP,JP
exdeltaspecies-039,Ditto PIKACHU,Delta Species,EX,039,52,no,https://www.serebii.net/card/exdeltaspecies/39.jpg,https://www.serebii.net/card/exdeltaspecies/039.shtml,TRUE,web_scraping,normal,0,FALSE,English,EN,EN|JP
exdeltaspecies-039,Ditto PIKACHU,Delta Species,EX,039,52,no,https://www.serebii.net/card/exdeltaspecies/39.jpg,https://www.serebii.net/card/exdeltaspecies/039.shtml,TRUE,web_scraping,expansion stamp,0,FALSE,,EN,EN
